1 2 2 4 5 8 11 16 22 32 45 64 90 128 181 256 362 512 724 1024 1448 2048 2896 4096 5792 8192 11585 16384 23170 32768 46340 65536 92681 131072 185363 262144 370727 524288 741455 
0.001 0.001 0.003 0.001 0.001 0.001 0.001 0.002 0.002 0.002 0.003 0.004 0.007 0.013 0.027 0.053 0.099 0.185 0.4 1.065 1.556 2.948 5.733 12.046 23.226 47.232 92.134 184.279 381.729 751.238 1523.642 3034.17 5987.451 11932.361 23718.93 50280.713 110031.42 236175.507 
0.0008 0.0008 0.001 0.0008 0.001 0.0012000000000000001 0.0014 0.0016 0.002 0.0026 0.0036 0.004600000000000001 0.0062 0.009200000000000002 0.013800000000000002 0.0184 0.028000000000000004 0.044 0.0646 0.1224 0.1908 0.31820000000000004 0.5282 0.9569999999999999 1.7593999999999999 3.3304 6.357000000000001 12.2548 23.919999999999998 47.19259999999999 93.7842 184.38420000000002 366.0158 733.0594 1486.3292 2935.5600000000004 5842.591200000001 12763.7626 24824.833400000003 
0.0008 0.0022 0.003 0.0032 0.005 0.0034000000000000002 0.0036 0.0048000000000000004 0.004600000000000001 0.009 0.009 0.010400000000000001 0.014000000000000002 0.0182 0.0252 0.0328 0.0472 0.0654 0.1048 0.1234 0.1728 0.2412 0.3388 0.47619999999999996 0.7604 1.1118000000000001 1.3862 2.126 2.8552 4.1876 5.9434 8.2426 11.914599999999998 17.1138 41.050799999999995 57.62919999999999 53.4088 73.96340000000001 104.98679999999999 
0.0108 0.0106 0.0076 0.0078 0.0098 0.0094 0.008 0.008400000000000001 0.0086 0.009399999999999999 0.009600000000000001 0.011399999999999999 0.013000000000000001 0.014599999999999998 0.019400000000000004 0.022 0.029599999999999998 0.044199999999999996 0.0786 0.11739999999999999 0.21639999999999998 0.2892 0.396 0.5416 0.8018000000000001 1.1394 1.7626000000000002 2.3038 3.3846 4.908799999999999 7.940400000000001 11.2012 14.904399999999999 21.729599999999998 30.3872 43.21640000000001 62.3052 90.29839999999999 129.6182 
