5 100 100 47 1.640232255318958 4.732691181824645
5 200 200 63 1.208099585402287 4.897660678563352
5 300 300 100 1.8836644557714848 6.139792470209069
5 400 400 115 1.6089842861223729 5.927673746408424
5 500 500 156 1.9077428152906102 6.363771209177531
5 600 600 168 1.7152977259819004 6.565818351764239
5 700 700 153 1.2694372471173674 6.014818339826928
5 800 800 206 1.6959281929238157 6.768865486032744
5 900 900 250 1.8426883195357981 6.792298225043554
5 1000 1000 246 1.6010574321911402 6.80807581227296
5 1100 1100 339 2.0692560478393913 7.010973680767545
5 1200 1200 295 1.7425015001992898 7.17290042377086
5 1300 1300 351 1.8848597823558133 7.240122261681098
5 1400 1400 314 1.580616321650445 7.1284063094869525
5 1500 1500 448 2.139295158240909 7.302028767377852
5 1600 1600 415 1.8454709689044888 7.3281548997599515
5 1700 1700 499 2.152556325780069 7.429709841565213
5 1800 1800 528 2.17789880766535 7.49511890035316
5 1900 1900 531 1.99731901382274 7.305563744958338
5 2000 2000 498 1.7862398295420823 7.333013826337538
5 2100 2100 571 2.022487573280697 7.535328619018893
5 2200 2200 607 1.9593371570211073 7.2311276415910655
5 2300 2300 452 1.2844301698615614 6.719182509790077
5 2400 2400 604 1.8570405621806563 7.472244682137527
5 2500 2500 658 1.981034180471745 7.520249069369454
5 2600 2600 648 1.8810644884105288 7.64618268954347
5 2700 2700 779 2.1450784777622594 7.497315662859023
5 2800 2800 566 1.3307257512437447 6.895374345387334
5 2900 2900 767 1.9997484782804877 7.646630628060481
5 3000 3000 714 1.7302836552291638 7.485090756922454
5 3100 3100 930 2.2740626288356465 7.643173618966406
5 3200 3200 785 1.7197329447157073 7.225145417630346
5 3300 3300 758 1.6459378264311193 7.3409441725233275
5 3400 3400 817 1.7979782093708958 7.576625507473398
5 3500 3500 873 1.8157506388745395 7.452737568879386
5 3600 3600 981 2.011348215065503 7.504078596330671
5 3700 3700 944 1.8867932361898663 7.482144092760174
5 3800 3800 1084 2.164076711445064 7.664789452449037
5 3900 3900 992 1.940509894976313 7.690722698712522
5 4000 4000 696 1.053577202348151 6.221748306061762
5 4100 4100 915 1.6595551483003694 7.505318200323255
5 4200 4200 1177 2.04696108085144 7.528452556987774
5 4300 4300 1217 2.1773218139130757 7.762739868014498
5 4400 4400 1268 2.203917681233873 7.701537376374158
5 4500 4500 1067 1.7975965970920376 7.616340335297885
5 4600 4600 927 1.4658653878143606 7.32088548733074
5 4700 4700 1101 1.8052746049289123 7.746469630744255
5 4800 4800 928 1.3144186924866181 6.980886023424572
5 4900 4900 1112 1.705599793462863 7.558745315065063
5 5000 5000 1167 1.6612586115851085 7.436830680966488
5 5100 5100 1470 2.149273071970494 7.698600527922358
5 5200 5200 1224 1.7919586799840677 7.691929467040063
5 5300 5300 1219 1.662474912447677 7.462984920505197
5 5400 5400 1455 2.042932136204755 7.6582155640253315
5 5500 5500 1608 2.271417153047321 7.831960923247756
5 5600 5600 1369 1.8917543618968802 7.798678371013118
5 5700 5700 1507 1.9446994978832723 7.462787248620409
5 5800 5800 1427 1.8519777930187753 7.573312813185352
5 5900 5900 1504 1.9009033828931 7.630003657827878
5 6000 6000 1666 2.090562083255832 7.651396888665131
5 6100 6100 1564 1.940168428319721 7.669816725055576
5 6200 6200 1369 1.5671463461853055 7.358426836442414
5 6300 6300 1403 1.6567134638236958 7.501826455019508
5 6400 6400 1564 1.8249320137124974 7.700807402286067
5 6500 6500 1791 2.0216556062108326 7.503535245019559
5 6600 6600 1511 1.7632506120243936 7.779445036470601
5 6700 6700 1807 1.9471139930346162 7.465214846934297
5 6800 6800 1356 1.4411957499933605 7.328557836588243
5 6900 6900 1608 1.7763312724187807 7.729670524244069
5 7000 7000 1786 1.9518225873677078 7.773912457135617
5 7100 7100 2009 2.146115667749764 7.6440876504812945
5 7200 7200 2026 2.0856736177067097 7.62575401912969
5 7300 7300 1187 0.8804426391664882 5.590224070887114
5 7400 7400 1808 1.8896958943766122 7.810321774820578
5 7500 7500 1852 1.8392318146767965 7.491781808757871
5 7600 7600 1729 1.7735338258973843 7.834637991934663
5 7700 7700 1884 1.7999053418662347 7.569266561171904
5 7800 7800 2280 2.2688120276360415 7.808230564824438
5 7900 7900 2181 2.0844254127630366 7.66325742310817
5 8000 8000 2021 1.9244341878451965 7.711530342385458
5 8100 8100 2200 2.061928622659142 7.652915906246731
5 8200 8200 2318 2.2042033984795033 7.8426898559409715
5 8300 8300 1678 1.4334926717642336 7.215632271390085
5 8400 8400 2232 2.0325875485797513 7.699497173605715
5 8500 8500 2232 2.0282839434899107 7.782450644820675
5 8600 8600 2234 2.014676332044309 7.802366140809406
5 8700 8700 2324 1.9897600723622082 7.578499100124015
5 8800 8800 2116 1.8091124899580024 7.687884129852788
5 8900 8900 2463 1.9925757726068274 7.503682471855817
5 9000 9000 2255 1.947762683921329 7.8263559501668745
5 9100 9100 2510 2.1497770512946253 7.844766381043419
5 9200 9200 2602 2.210357245421542 7.853218017329725
5 9300 9300 1914 1.4939590129137248 7.342693157132117
